
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _gear,__0/1 |   wbrak,__set |   lbrak,__add |   rbrak,__add |   wbrak,_part |   N1__1,_pcnt |   N1__2,_pcnt |   N2__1,_pcnt |   N2__2,_pcnt |   fuel1,___lb |   fuel2,___lb |   fuel3,___lb |   fuel4,___lb |   fuel5,___lb |   fuel6,___lb |   empty,___lb |   payld,___lb |   _fuel,totlb |   jetti,___lb |   curnt,___lb |   maxim,___lb |   ___cg,ftref |   _gear,___lb |   _gear,___lb |   _gear,___lb | 
    226.84775 |      98.56998 |      98.56998 |       0.00000 |      17.21396 |      11.21396 |     245.79633 |       4.30274 |       6.27005 |       6.34829 |       0.00072 |       4.95150 |       7.30549 |       0.00083 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11233 |       0.11233 |       0.00000 |       0.00000 |       0.00000 |    7600.24219 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15206.18848 |       0.00000 |  162912.56250 |  222570.01563 |      -0.15881 |   12405.33887 |   75510.60938 |   74915.76563 | 
    236.83977 |     108.59029 |     108.59029 |       0.00000 |      17.21674 |      11.21674 |     245.79910 |       4.30274 |       6.27134 |       6.34960 |       0.00101 |       4.95151 |       7.30698 |       0.00116 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11195 |       0.11195 |       0.00000 |       0.00000 |       0.00000 |    7599.30029 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15205.24609 |       0.00000 |  162911.60938 |  222570.01563 |      -0.15881 |   12407.18750 |   75549.10156 |   74873.59375 | 
    246.83041 |     118.59400 |     118.59400 |       0.00000 |      17.21951 |      11.21951 |     245.80188 |       4.30274 |       6.27096 |       6.34922 |       0.00046 |       4.95150 |       7.30655 |       0.00052 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11234 |       0.11234 |       0.00000 |       0.00000 |       0.00000 |    7598.35449 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15204.30078 |       0.00000 |  162910.67188 |  222570.01563 |      -0.15881 |   12408.32227 |   75508.74219 |   74911.72656 | 
    256.83945 |     128.65068 |     128.65068 |       0.00000 |      17.22229 |      11.22229 |     245.80467 |       4.30274 |       6.27095 |       6.34920 |       0.00046 |       4.95150 |       7.30653 |       0.00053 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.10852 |       0.10852 |       0.00000 |       0.00000 |       0.00000 |    7597.41943 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15203.36523 |       0.00000 |  162909.73438 |  222570.01563 |      -0.15881 |   12406.97363 |   75538.28125 |   74883.68750 | 
    266.84311 |     138.70303 |     138.70303 |       0.00000 |      17.22507 |      11.22507 |     245.80746 |       4.30274 |       6.27108 |       6.34933 |       0.00059 |       4.95150 |       7.30668 |       0.00068 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11228 |       0.11228 |       0.00000 |       0.00000 |       0.00000 |    7596.48096 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15202.42773 |       0.00000 |  162908.78125 |  222570.01563 |      -0.15881 |   12409.17871 |   75529.39063 |   74884.71875 | 
    276.84726 |     148.73843 |     148.73843 |       0.00000 |      17.22785 |      11.22785 |     245.81026 |       4.30274 |       6.26971 |       6.34794 |       0.00126 |       4.95150 |       7.30508 |       0.00145 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11225 |       0.11225 |       0.00000 |       0.00000 |       0.00000 |    7595.54883 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15201.49512 |       0.00000 |  162907.85938 |  222570.01563 |      -0.15881 |   12407.13867 |   75507.25000 |   74911.09375 | 
    286.84729 |     158.80898 |     158.80898 |       0.00000 |      17.23063 |      11.23063 |     245.81305 |       4.30274 |       6.27128 |       6.34953 |       0.00089 |       4.95150 |       7.30691 |       0.00103 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09329 |       0.09329 |       0.00000 |       0.00000 |       0.00000 |    7594.61084 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15200.55664 |       0.00000 |  162906.92188 |  222570.01563 |      -0.15881 |   12407.57520 |   75533.25000 |   74883.73438 | 
    296.83810 |     168.82237 |     168.82237 |       0.00000 |      17.23340 |      11.23340 |     245.81584 |       4.30274 |       6.27132 |       6.34957 |       0.00093 |       4.95150 |       7.30696 |       0.00107 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11189 |       0.11189 |       0.00000 |       0.00000 |       0.00000 |    7593.67627 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15199.62207 |       0.00000 |  162906.00000 |  222570.01563 |      -0.15881 |   12409.27930 |   75523.55469 |   74888.73438 | 
    306.84323 |     178.89340 |     178.89340 |       0.00000 |      17.23618 |      11.23618 |     245.81863 |       4.30274 |       6.26998 |       6.34822 |       0.00086 |       4.95151 |       7.30540 |       0.00099 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11238 |       0.11238 |       0.00000 |       0.00000 |       0.00000 |    7592.74072 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15198.68652 |       0.00000 |  162905.04688 |  222570.01563 |      -0.15881 |   12406.63867 |   75473.86719 |   74943.33594 | 
    316.84436 |     188.92914 |     188.92914 |       0.00000 |      17.23896 |      11.23896 |     245.82143 |       4.30274 |       6.26995 |       6.34819 |       0.00094 |       4.95151 |       7.30537 |       0.00109 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.10848 |       0.10848 |       0.00000 |       0.00000 |       0.00000 |    7591.80811 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15197.75391 |       0.00000 |  162904.12500 |  222570.01563 |      -0.15881 |   12409.09570 |   75477.64844 |   74935.11719 | 
    326.84164 |     198.98013 |     198.98013 |       0.00000 |      17.24174 |      11.24174 |     245.82422 |       4.30274 |       6.27084 |       6.34909 |       0.00029 |       4.95150 |       7.30640 |       0.00033 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09514 |       0.09514 |       0.00000 |       0.00000 |       0.00000 |    7590.88574 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15196.83203 |       0.00000 |  162903.20313 |  222570.01563 |      -0.15881 |   12409.21680 |   75511.50000 |   74900.83594 | 
    336.84933 |     209.00911 |     209.00911 |       0.00000 |      17.24452 |      11.24452 |     245.82700 |       4.30274 |       6.27083 |       6.34908 |       0.00028 |       4.95151 |       7.30639 |       0.00032 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11335 |       0.11335 |       0.00000 |       0.00000 |       0.00000 |    7589.95850 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15195.90430 |       0.00000 |  162902.28125 |  222570.01563 |      -0.15881 |   12408.60645 |   75516.64844 |   74895.35156 | 
    346.84586 |     219.00563 |     219.00563 |       0.00000 |      17.24729 |      11.24729 |     245.82977 |       4.30274 |       6.27068 |       6.34892 |       0.00008 |       4.95150 |       7.30621 |       0.00010 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11351 |       0.11351 |       0.00000 |       0.00000 |       0.00000 |    7589.03613 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15194.98242 |       0.00000 |  162901.34375 |  222570.01563 |      -0.15881 |   12408.76367 |   75522.34375 |   74887.71094 | 
    356.85010 |     229.02287 |     229.02287 |       0.00000 |      17.25007 |      11.25007 |     245.83257 |       4.30274 |       6.27035 |       6.34859 |       0.00037 |       4.95150 |       7.30583 |       0.00043 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09157 |       0.09157 |       0.00000 |       0.00000 |       0.00000 |    7588.11865 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15194.06445 |       0.00000 |  162900.43750 |  222570.01563 |      -0.15881 |   12406.91211 |   75479.17188 |   74934.23438 | 
    366.84259 |     239.01537 |     239.01537 |       0.00000 |      17.25285 |      11.25285 |     245.83533 |       4.30274 |       6.27096 |       6.34921 |       0.00042 |       4.95151 |       7.30654 |       0.00049 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09206 |       0.09206 |       0.00000 |       0.00000 |       0.00000 |    7587.20361 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15193.14941 |       0.00000 |  162899.51563 |  222570.01563 |      -0.15881 |   12409.75098 |   75506.19531 |   74901.19531 | 
    376.84427 |     249.02571 |     249.02571 |       0.00000 |      17.25563 |      11.25563 |     245.83812 |       4.30274 |       6.27039 |       6.34863 |       0.00036 |       4.95150 |       7.30588 |       0.00041 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11244 |       0.11244 |       0.00000 |       0.00000 |       0.00000 |    7586.28613 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15192.23242 |       0.00000 |  162898.60938 |  222570.01563 |      -0.15881 |   12408.86621 |   75487.48438 |   74919.67188 | 
    386.84384 |     259.02527 |     259.02527 |       0.00000 |      17.25840 |      11.25840 |     245.84090 |       4.30274 |       6.27001 |       6.34825 |       0.00087 |       4.95150 |       7.30543 |       0.00100 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11288 |       0.11288 |       0.00000 |       0.00000 |       0.00000 |    7585.37061 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15191.31641 |       0.00000 |  162897.67188 |  222570.01563 |      -0.15881 |   12407.54688 |   75469.59375 |   74939.57031 | 
    396.84323 |     269.02463 |     269.02463 |       0.00000 |      17.26118 |      11.26118 |     245.84367 |       4.30274 |       6.27046 |       6.34870 |       0.00025 |       4.95150 |       7.30596 |       0.00029 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09232 |       0.09232 |       0.00000 |       0.00000 |       0.00000 |    7584.45654 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15190.40234 |       0.00000 |  162896.76563 |  222570.01563 |      -0.15881 |   12406.99707 |   75475.63281 |   74931.90625 | 
    406.83725 |     279.01868 |     279.01868 |       0.00000 |      17.26396 |      11.26396 |     245.84645 |       4.30274 |       6.27110 |       6.34935 |       0.00057 |       4.95151 |       7.30671 |       0.00066 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09167 |       0.09167 |       0.00000 |       0.00000 |       0.00000 |    7583.54688 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15189.49316 |       0.00000 |  162895.87500 |  222570.01563 |      -0.15881 |   12409.80273 |   75478.04688 |   74924.69531 | 
    416.84503 |     289.02646 |     289.02646 |       0.00000 |      17.26674 |      11.26674 |     245.84923 |       4.30274 |       6.27164 |       6.34990 |       0.00133 |       4.95150 |       7.30733 |       0.00153 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09147 |       0.09147 |       0.00000 |       0.00000 |       0.00000 |    7582.63086 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15188.57617 |       0.00000 |  162894.93750 |  222570.01563 |      -0.15881 |   12407.76953 |   75488.40625 |   74917.03125 | 
    426.82806 |     299.01382 |     299.01382 |       0.00000 |      17.26951 |      11.26951 |     245.85201 |       4.30274 |       6.27122 |       6.34947 |       0.00074 |       4.95150 |       7.30684 |       0.00085 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.10937 |       0.10937 |       0.00000 |       0.00000 |       0.00000 |    7581.71826 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15187.66504 |       0.00000 |  162894.03125 |  222570.01563 |      -0.15881 |   12407.92578 |   75518.17969 |   74885.13281 | 
    436.82898 |     309.01471 |     309.01471 |       0.00000 |      17.27229 |      11.27229 |     245.85478 |       4.30274 |       6.27080 |       6.34905 |       0.00019 |       4.95150 |       7.30636 |       0.00022 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09529 |       0.09529 |       0.00000 |       0.00000 |       0.00000 |    7580.80273 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15186.74902 |       0.00000 |  162893.10938 |  222570.01563 |      -0.15881 |   12406.89453 |   75488.36719 |   74915.09375 | 
    446.83521 |     319.02698 |     319.02698 |       0.00000 |      17.27507 |      11.27507 |     245.85756 |       4.30274 |       6.27093 |       6.34918 |       0.00037 |       4.95150 |       7.30650 |       0.00042 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11315 |       0.11315 |       0.00000 |       0.00000 |       0.00000 |    7579.87305 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15185.81934 |       0.00000 |  162892.18750 |  222570.01563 |      -0.15881 |   12407.31738 |   75472.31250 |   74931.03906 | 
    456.83347 |     329.02524 |     329.02524 |       0.00000 |      17.27785 |      11.27785 |     245.86034 |       4.30274 |       6.26947 |       6.34770 |       0.00166 |       4.95150 |       7.30480 |       0.00191 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11004 |       0.11004 |       0.00000 |       0.00000 |       0.00000 |    7578.95459 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15184.90039 |       0.00000 |  162891.26563 |  222570.01563 |      -0.15881 |   12407.28320 |   75471.17188 |   74929.37500 | 
    466.83887 |     339.03064 |     339.03064 |       0.00000 |      17.28063 |      11.28063 |     245.86311 |       4.30274 |       6.27017 |       6.34841 |       0.00068 |       4.95151 |       7.30562 |       0.00078 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09512 |       0.09512 |       0.00000 |       0.00000 |       0.00000 |    7578.02490 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15183.97070 |       0.00000 |  162890.34375 |  222570.01563 |      -0.15881 |   12407.53027 |   75477.68750 |   74922.27344 | 
    476.84976 |     349.05157 |     349.05157 |       0.00000 |      17.28341 |      11.28340 |     245.86591 |       4.30274 |       6.26996 |       6.34820 |       0.00092 |       4.95151 |       7.30538 |       0.00106 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.10936 |       0.10936 |       0.00000 |       0.00000 |       0.00000 |    7577.10010 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15183.04688 |       0.00000 |  162889.40625 |  222570.01563 |      -0.15881 |   12405.34180 |   75465.28125 |   74938.82031 | 
    486.84528 |     359.05423 |     359.05423 |       0.00000 |      17.28618 |      11.28618 |     245.86868 |       4.30274 |       6.27020 |       6.34844 |       0.00062 |       4.95150 |       7.30566 |       0.00071 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09509 |       0.09509 |       0.00000 |       0.00000 |       0.00000 |    7576.18262 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15182.12891 |       0.00000 |  162888.50000 |  222570.01563 |      -0.15881 |   12405.64063 |   75487.80469 |   74912.67969 | 
    496.85529 |     369.06903 |     369.06903 |       0.00000 |      17.28896 |      11.28896 |     245.87146 |       4.30274 |       6.27008 |       6.34832 |       0.00081 |       4.95151 |       7.30552 |       0.00093 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.10944 |       0.10944 |       0.00000 |       0.00000 |       0.00000 |    7575.25928 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15181.20605 |       0.00000 |  162887.56250 |  222570.01563 |      -0.15881 |   12406.63281 |   75486.58594 |   74911.72656 | 
    506.86252 |     379.07623 |     379.07623 |       0.00000 |      17.29174 |      11.29174 |     245.87424 |       4.30274 |       6.27070 |       6.34895 |       0.00005 |       4.95150 |       7.30624 |       0.00006 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09444 |       0.09444 |       0.00000 |       0.00000 |       0.00000 |    7574.34521 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15180.29102 |       0.00000 |  162886.65625 |  222570.01563 |      -0.15881 |   12406.51660 |   75495.42188 |   74902.22656 | 
    516.85773 |     389.08960 |     389.08960 |       0.00000 |      17.29452 |      11.29452 |     245.87701 |       4.30274 |       6.26985 |       6.34809 |       0.00115 |       4.95150 |       7.30525 |       0.00132 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09531 |       0.09531 |       0.00000 |       0.00000 |       0.00000 |    7573.41797 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15179.36426 |       0.00000 |  162885.71875 |  222570.01563 |      -0.15881 |   12406.42188 |   75465.21094 |   74931.71094 | 
    526.85925 |     399.09119 |     399.09119 |       0.00000 |      17.29730 |      11.29730 |     245.87981 |       4.30274 |       6.27103 |       6.34928 |       0.00048 |       4.95150 |       7.30662 |       0.00055 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11084 |       0.11084 |       0.00000 |       0.00000 |       0.00000 |    7572.48340 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15178.42871 |       0.00000 |  162884.79688 |  222570.01563 |      -0.15881 |   12407.02148 |   75498.75781 |   74896.89844 | 
    536.85992 |     409.10446 |     409.10446 |       0.00000 |      17.30007 |      11.30007 |     245.88258 |       4.30274 |       6.27127 |       6.34952 |       0.00084 |       4.95151 |       7.30690 |       0.00097 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11043 |       0.11043 |       0.00000 |       0.00000 |       0.00000 |    7571.55566 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15177.50195 |       0.00000 |  162883.85938 |  222570.01563 |      -0.15881 |   12406.52246 |   75488.45313 |   74906.81250 | 
    546.85535 |     419.09991 |     419.09991 |       0.00000 |      17.30285 |      11.30285 |     245.88536 |       4.30274 |       6.27107 |       6.34932 |       0.00055 |       4.95150 |       7.30667 |       0.00064 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11264 |       0.11264 |       0.00000 |       0.00000 |       0.00000 |    7570.61572 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15176.56250 |       0.00000 |  162882.93750 |  222570.01563 |      -0.15881 |   12406.87891 |   75495.36719 |   74898.36719 | 
    556.85681 |     429.10138 |     429.10138 |       0.00000 |      17.30563 |      11.30563 |     245.88814 |       4.30274 |       6.26998 |       6.34821 |       0.00097 |       4.95150 |       7.30539 |       0.00112 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09265 |       0.09265 |       0.00000 |       0.00000 |       0.00000 |    7569.68652 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15175.63184 |       0.00000 |  162882.00000 |  222570.01563 |      -0.15881 |   12405.92480 |   75451.40625 |   74943.01563 | 
    566.85730 |     439.10187 |     439.10187 |       0.00000 |      17.30841 |      11.30841 |     245.89091 |       4.30274 |       6.27103 |       6.34929 |       0.00049 |       4.95150 |       7.30663 |       0.00056 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.09440 |       0.09440 |       0.00000 |       0.00000 |       0.00000 |    7568.74805 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15174.69336 |       0.00000 |  162881.06250 |  222570.01563 |      -0.15881 |   12404.56641 |   75470.03125 |   74925.65625 | 
    576.85266 |     449.09720 |     449.09720 |       0.00000 |      17.31118 |      11.31118 |     245.89369 |       4.30274 |       6.27020 |       6.34844 |       0.00062 |       4.95150 |       7.30566 |       0.00071 |       1.00000 |       1.00000 |       0.00000 |       0.00000 |       1.00000 |       0.11042 |       0.11042 |       0.00000 |       0.00000 |       0.00000 |    7567.81689 |    7605.94580 |       0.00000 |       0.00000 |       0.00000 |  105330.00000 |   42376.36719 |   15173.76367 |       0.00000 |  162880.12500 |  222570.01563 |      -0.15881 |   12405.04785 |   75443.03125 |   74950.40625 | 
